ID,Name,City,State/Province,Country
2900,Chongqing Technology and Business University,Chongqing,,China
2901,Xijing University,Xi'an,Shaanxi,China
2902,Capital University of Economics and Business,Beijing,,China
2903,University of Macau,Macau,Macau SAR,China
2904,Chongqing Technology and Business University,Chongqing,,China
2905,Guangdong University of Technology,Guangzhou,,China
2906,Chongqing Technology and Business University,Chongqing,,China
2907,Capital University of Economics and Business,Beijing,,China
2908,Xijing University,Xi'an,Shaanxi,China
2909,Guangdong University of Technology,Guangzhou,,China
2910,P.R.China Beijing Normal University,Beijing,Beijing,China
2911,Guangdong University of Technology,Guangzhou,,China
2912,Chongqing Technology and Business University,Chongqing,,China
2913,Chongqing Technology and Business University,Chongqing,,China
2914,Guangdong University of Technology,Guangzhou,,China
2915,Capital University of Economics and Business,Beijing,,China
2916,Capital University of Economics and Business,Beijing,,China
2917,Sun Yat-Sen University,Guangzhou,Guangdong,China
2918,Capital University of Economics and Business,Beijing,,China
2919,Capital University of Economics and Business,Beijing,,China
2920,Capital University of Economics and Business,Beijing,Beijing,China
2921,Sun Yat-Sen University,Guangzhou,Guangdong,China
2922,Shanghai University of Finance and Economics,Shanghai,Shanghai,China
2923,Beijing Institute of Technology,Beijing,Beijing,China
2924,Guangdong University of Technology,Guangzhou,,China
2925,Guangdong University of Technology,Guangzhou,,China
2926,Capital University of Economics and Business,Beijing,,China
2927,Guangdong University of Technology,Guangzhou,,China
2928,Guangdong University of Technology,Guangzhou,,China
2929,Capital University of Economics and Business,Beijing,,China
2930,Guangdong University of Technology,Guangzhou,,China
2931,Capital University of Economics and Business,Beijing,,China
2932,Nanjing university,Nanjing,Jiangsu,China
2933,Sun Yat-Sen University,Guangzhou,Guangdong,China
2934,Henan Normal University,Xinxiang,Henan Province,China
2935,Shenyang Jianzhu University,shenyang,Liaoning,China
2936,Sichuan University,Chengdu,Sichuan,China
2937,Shenyang Jianzhu University,shenyang,Liaoning,China
2938,Guangdong University of Technology,Guangzhou,,China
2939,Sichuan University,Sichuan,,China
2940,North China Electric Power University Baoding,Baoding,Hebei,China
2941,Guangdong University of Technology,Guangzhou,,China
2942,Sichuan University,Chengdu,Sichuan,China
2943,North China Electric Power University Baoding,Baoding,Hebei,China
2944,South China University Of Technology,Guangzhou,,China
2945,Chongqing University,Chongqing,,China
2946,Chongqing University,Chongqing,,China
2947,North China Electric Power University Baoding,Baoding,Hebei,China
2948,Chongqing University,Chongqing,,China
2949,Chongqing University,Chongqing,,China
2950,North China Electric Power University Baoding,Baoding,Hebei,China
2951,Chongqing University,Chongqing,,China
2952,Chongqing University,Chongqing,,China
2953,Chongqing University,Chongqing,,China
2954,Guangdong University of Technology,Guangzhou,,China
2955,Chongqing University,Chongqing,,China
2956,Guangdong University of Technology,Guangzhou,,China
2957,Chongqing University,Chongqing,,China
2958,Chongqing University,Chongqing,,China
2959,Chongqing University,Chongqing,,China
2960,Chongqing University,Chongqing,,China
2961,Chongqing University,Chongqing,,China
2962,Chongqing University,Chongqing,,China
2963,Chongqing University,Chongqing,,China
2964,Guangdong University of Technology,Guangzhou,,China
2965,Guangdong University of Technology,Guangzhou,,China
2966,Chongqing University,Chongqing,,China
2967,Guangdong University of Technology,Guangzhou,,China
2968,Chongqing University,Chongqing,,China
2969,Guangdong University of Technology,Guangzhou,,China
2970,Chongqing University,Chongqing,,China
2971,Guangdong University of Technology,Guangzhou,,China
2972,Chongqing University,Chongqing,,China
2973,Chongqing University,Chongqing,,China
2974,Guangdong University of Technology,Guangzhou,,China
2975,Guangdong University of Technology,Guangzhou,,China
2976,Chongqing University,Chongqing,,China
2977,Chongqing University,Chongqing,,China
2978,Chongqing University,Chongqing,,China
2979,Chongqing University,Chongqing,,China
2980,Southwestern University of Finance and Economics,chengdu,,China
2981,Chongqing University,Chongqing,,China
2982,Mathematics,Shanghai,Shanghai,China
2983,Chongqing University,Chongqing,,China
2984,Chongqing University,Chongqing,,China
2985,Beihai College of Beihang University,Beihai,Guangxi,China
2986,Shanghai Jiaotong University,Shanghai,Shanghai,China
2987,Shanghai Jiao Tong University,shanghai,shanghai,China
2988,Central University of Finance and Ecomomics,Beijing,,China
2989,University of Colorado Boulder,Boulder,CO,USA
2990,UCSB,Santa Barbara,CA,USA
2991,Loyola University Maryland,Baltimore,MD,USA
2992,Wake Forest University,Winston Salem,NC,USA
2993,Wake Forest University,Winston Salem,NC,USA
2994,Wesleyan College,Macon,GA,USA
2995,Wesleyan College,Macon,GA,USA
2996,Beijing Normal University,Beijing,,China
2997,Beijing Normal University,Beijing,Beijing,China
2998,Capital University of Economics and Business,Beijing,Beijing,China
2999,XIDIAN UNIVERSITY,Xi'an,Shaanxi,China
3000,"School of Architecture and Civil Engineering,Nantong University",Nan Tong,JiangSu,China
3001,nanjing university of finance&economics,nanjing,jiangsu,China
3002,Capital University of Economics and Business,Beijing,Beijing,China
3003,nanjing university of finance&economics,nanjing,jiangsu,China
3004,nanjing university of finance&economics,nanjing,jiangsu,China
3005,nanjing university of finance&economics,nanjing,jiangsu,China
3006,nanjing university of finance&economics,nanjing,jiangsu,China
3007,Capital University of Economics and Business,Beijing,Beijing,China
3008,Capital University of Economics and Business,Beijing,Beijing,China
3009,Beijing Normal University,Beijing,,China
3010,Peking university,Beijing,Beijing,China
3011,Beijing University of Techonolgy,Beijing,Beijing,China
3012,Tsinghua University,Beijing,Beijing,China
3013,Chongqing University,Chongqing,,China
3014,Beijing Institute of Technology,Beijing,Beijing,China
3015,Huazhong University of Science & Technology,Wuhan,Hubei,China
3016,Tsinghua University,Beijing,,China
3017,Beijing Normal University,Beijing,,China
3018,Xi'an University of Architecture and Technology,Xi'an,Shaanxi,China
3019,Tianjin university of commerce,Tianjin,Tianjin,China
3020,Southwestern University of Finance and Economics,Chengdu,Sichuan,China
3021,Southwestern University of Finance and Economics,Chengdu,Sichuan,China
3022,Tsinghua University,Beijing,,China
3023,Southwestern University of Finance and Economics,Chengdu,Sichuan,China
3024,Zhejiang Normal University,Jinhua,Zhejiang,China
3025,College of science,Shanghai,Shanghai,China
3026,Southwestern University of Finance and Economics,Chengdu,Sichuan,China
3027,Hainan University,Haikou,Hainan,China
3028,South China Normal University,Guangzhou,Guangdong,China
3029,Peking University,Beijing,,China
3030,Peking University,Beijing,Beijing,China
3031,Nanjing University,Nanjing,Jiangsu,China
3032,"Shanghai Jiaotong University, China",Shanghai,Shanghai,China
3033,Central University of Finance and Ecomomics,Beijing,,China
3034,Southwest Jiaotong University,Chengdu,,China
3035,University of International Business and Economics,Beijing,Beijing,China
3036,Southwestern University of Finance And Economics,ChengDu,SiChuan,China
3037,Shanghai University of Finance and Economics,Shanghai,,China
3038,Donghua University,Shanghai,,China
3039,Donghua University,Shanghai,,China
3040,Donghua University,Shanghai,,China
3041,Donghua University,Shanghai,,China
3042,New York University,New York,NY,USA
3043,"China University of Petroleum, Beijing",Beijing,,China
3044,Hexi University,Zhangye,Gansu,China
3045,BeiJing University Of Post And Telecommunication,Beijing,Beijing,China
3046,Hexi Univercity,Zhangye,Gansu,China
3047,Hexi Univercity,Zhangye,Gansu,China
3048,"China University of Petroleum, Beijing",Beijing,,China
3049,Hexi Univercity,Zhangye,Gansu,China
3050,Beijing Normal University,Beijing,,China
3051,Tianjin University of Finance and Economics,Tianjin,,China
3052,Jilin University,Changchun,Jilin,China
3053,Jilin University,Changchun,Jilin,China
3054,Jilin University,Changchun,Jilin,China
3055,Central University of Finance and Ecomomics,Beijing,,China
3056,Jilin University,Changchun,Jilin,China
3057,Jilin University,Changchun,Jilin,China
3058,Jilin University,Changchun,Jilin,China
3059,South China Normal University,Guangzhou,,China
3060,Capital University of Economics and Business,Beijing,Beijing,China
3061,Capital University of Economics and Business,Beijing,Beijing,China
3062,Capital University of Economics and Business,Beijing,Beijing,China
3063,Tsinghua University,Haidian,Beijing,China
3064,Peking University,Beijing,,China
3065,Beijing Institute of Technology,Beijing,Beijing,China
3066,Southwestern University of Finance and Economic,Chengdu,Sichuan,China
3067,Central University of Finance and Ecomomics,Beijing,,China
3068,Shanghai Jiao Tong University,shanghai,shanghai,China
3069,Shanghai Jiao Tong University,shanghai,shanghai,China
3070,Shanghai Jiaotong University,Shanghai,Shanghai,China
3071,Shanghai Jiao Tong University,shanghai,shanghai,China
3072,Central University of Finance and Ecomomics,Beijing,,China
3073,Xiamen University,Xiamen,Fujian,China
3074,Southwestern University of Finance and Economics,Chengdu,Sichuan,China
3075,Beijing Normal University,Beijing,HaiDian,China
3076,Jilin University,Changchun,Jilin,China
3077,Jilin University,Changchun,Jilin,China
3078,Jilin University,Changchun,Jilin,China
3079,Jilin University,Changchun,Jilin,China
3080,Jilin University,Changchun,Jilin,China
3081,Jilin University,Changchun,Jilin,China
3082,Jilin University,Changchun,Jilin,China
3083,Jilin University,Changchun,Jilin,China
3084,Jilin University,Changchun,Jilin,China
3085,Jilin University,Changchun,Jilin,China
3086,Northwest University,Xiâ€™an,Shaanxi Province,China
3087,University of International Business and Economics,Beijing,Beijing,China
3088,Northwest University,Xiâ€™an,Shaanxi Province,China
3089,Northwest University,Xiâ€™an,Shaanxi Province,China
3090,Northwest University,Xiâ€™an,Shaanxi Province,China
3091,Northwest University,Xiâ€™an,Shaanxi Province,China
3092,Peking University,Beijing,Beijing,China
3093,Jilin University,Changchun,Jilin,China
3094,Northwest University,Xiâ€™an,Shaanxi Province,China
3095,Jilin University,Changchun,Jilin,China
3096,Northwest University,Xiâ€™an,Shaanxi Province,China
3097,Northwest University,Xiâ€™an,Shaanxi Province,China
3098,Northwest University,Xiâ€™an,Shaanxi Province,China
3099,Northwest University,Xiâ€™an,Shaanxi Province,China
3100,Jilin University,Changchun,Jilin,China
3101,Jilin University,Changchun,Jilin,China
3102,Northwest University,Xiâ€™an,Shaanxi Province,China
3103,Northwest University,Xiâ€™an,Shaanxi Province,China
3104,Jilin University,Changchun,Jilin,China
3105,Northwest University,Xiâ€™an,Shaanxi Province,China
3106,Northwest University,Xiâ€™an,Shaanxi Province,China
3107,Northwest University,Xiâ€™an,Shaanxi Province,China
3108,Jilin University,Changchun,Jilin,China
3109,Shanghai University of Finance and Economics,shanghai,shanghai,China
3110,Jilin University,Changchun,Jilin,China
3111,Sichuan University,Chengdu,,China
3112,Jilin University,Changchun,Jilin,China
3113,Northwest University,Xiâ€™an,Shaanxi Province,China
3114,Northwest University,Xiâ€™an,Shaanxi Province,China
3115,Jilin University,Changchun,Jilin,China
3116,Northwest University,Xiâ€™an,Shaanxi Province,China
3117,Northwest University,Xiâ€™an,Shaanxi Province,China
3118,Northwest University,Xiâ€™an,Shaanxi Province,China
3119,Northwest University,Xiâ€™an,Shaanxi Province,China
3120,Northwest University,Xiâ€™an,Shaanxi Province,China
3121,Northwest University,Xiâ€™an,Shaanxi Province,China
3122,Northwest University,Xiâ€™an,Shaanxi Province,China
3123,Northwest University,Xiâ€™an,Shaanxi Province,China
3124,Northwest University,Xiâ€™an,Shaanxi Province,China
3125,Northwest University,Xiâ€™an,Shaanxi Province,China
3126,Northwest University,Xiâ€™an,Shaanxi Province,China
3127,Northwest University,Xiâ€™an,Shaanxi Province,China
3128,Northwest University,Xiâ€™an,Shaanxi Province,China
3129,Northwest University,Xiâ€™an,Shaanxi Province,China
3130,Northwest University,Xiâ€™an,Shaanxi Province,China
3131,Northwest University,Xiâ€™an,Shaanxi Province,China
3132,Northwest University,Xiâ€™an,Shaanxi Province,China
3133,Northwest University,Xiâ€™an,Shaanxi Province,China
3134,Northwest University,Xiâ€™an,Shaanxi Province,China
3135,Northwest University,Xi'an,Shaanxi Province,China
3136,Northwest University,Xi'an,Shaanxi Province,China
3137,Northwest University,Xi'an,Shaanxi Province,China
3138,Northwest University,Xi'an,Shaanxi Province,China
3139,Northwest University,Xi'an,Shaanxi Province,China
3140,Northwest University,Xi'an,Shaanxi Province,China
3141,Northwest University,Xi'an,Shaanxi Province,China
3142,Northwest University,Xi'an,Shaanxi Province,China
3143,Northwest University,Xi'an,Shaanxi Province,China
3144,Northwest University,Xi'an,Shaanxi Province,China
3145,Northwest University,Xi'an,Shaanxi Province,China
3146,Northwest University,Xi'an,Shaanxi Province,China
3147,Northwest University,Xi'an,Shaanxi Province,China
3148,Northwest University,Xi'an,Shaanxi Province,China
3149,Northwest University,Xi'an,Shaanxi Province,China
3150,Northwest University,Xi'an,Shaanxi Province,China
3151,Northwest University,Xi'an,Shaanxi Province,China
3152,Northwest University,Xi'an,Shaanxi Province,China
3153,Northwest University,Xi'an,Shaanxi Province,China
3154,Capital University of Economics and Business,Beijing,,China
3155,Capital University of Economics and Business,Beijing,,China
3156,Capital University of Economics and Business,Beijing,,China
3157,Capital University of Economics and Business,Beijing,,China
3158,Capital University of Economics and Business,Beijing,,China
3159,Jilin University,Changchun,Jilin,China
3160,South-Central University for Nationalities,Haidian District,Beijing,China
3161,Jilin University,Changchun,Jilin,China
3162,Jilin University,Changchun,Jilin,China
3163,Jilin University,Changchun,Jilin,China
3164,Jilin University,Changchun,Jilin,China
3165,Jilin University,Changchun,Jilin,China
3166,Jilin University,Changchun,Jilin,China
3167,Jilin University,Changchun,Jilin,China
3168,Jilin University,Changchun,Jilin,China
3169,Tsinghua University,Beijing,Beijing,China
3170,Jilin University,Changchun,Jilin,China
3171,University of International Business and Economics,Beijing,Beijing,China
3172,Jilin University,Changchun,Jilin,China
3173,Shanghai University of Finance and Economics,Shanghai,Shanghai,China
3174,Jilin University,Changchun,Jilin,China
3175,Jilin University,Changchun,Jilin,China
3176,Jilin University,Changchun,Jilin,China
3177,Jilin University,Changchun,Jilin,China
3178,Shanghai Jiao Tong University,shanghai,shanghai,China
3179,Northwest University,Xi'an,Shaanxi Province,China
3180,Jilin University,Changchun,Jilin,China
3181,Northwest University,Xi'an,Shaanxi Province,China
3182,Jilin University,Changchun City,Jilin Province,China
3183,Beijing Institute of Technology,Beijing,Beijing,China
3184,Jilin University,Changchun,Jilin,China
3185,Jilin University,Changchun,Jilin,China
3186,Beijing Institute of Technology,Beijing,Beijing,China
3187,Jilin University,Changchun,Jilin,China
3188,Northwest A&F University,Yangling,Shannxi Province,China
3189,Beijing Institute of Technology,Beijing,Beijing,China
3190,Central University of Finance and Ecomomics,Beijing,,China
3191,Hainan University,Haikou,Hainan,China
3192,Nanjing University,Nanjing,Jiangsu,China
3193,Peking University,Beijing,,China
3194,Southwestern University of Finance and Economics,Chengdu,Sichuan,China
3195,Central University of Finance and Ecomomics,Beijing,,China
3196,Xiamen University,Xiamen,Fujian,China
3197,Xiamen University,Xiamen,Fujian,China
3198,Xiamen University,Xiamen,Fujian,China
3199,Xiamen University,Xiamen,Fujian,China
3200,Southwestern University of Financial and Economics,Chengdu,SiChuan,China
3201,Shanghai University,Shanghai,,China
3202,Xiamen University,Xiamen,Fujian,China
3203,Shandong University of Finance and Economics,Jinan,China,China
3204,"China University of Petroleum, Beijing",Beijing,,China
3205,Sichuan University,Chengdu,Sichuan,China
3206,Sichuan University,Chengdu,Sichuan,China
3207,Jilin University,Changchun,Jilin,China
3208,Jilin University,Changchun,Jilin,China
3209,Jilin University,Changchun,Jilin,China
3210,Jilin University,Changchun,Jilin,China
3211,Jilin University,Changchun,Jilin,China
3212,Jilin University,Changchun,Jilin,China
3213,Jilin University,Changchun,Jilin,China
3214,Jilin University,Changchun,Jilin,China
3215,Jilin University,Changchun,Jilin,China
3216,Zhejiang Normal University,Jinhua,Zhejiang,China
3217,Shandong University(Weihai),Weihai,Shandong,China
3218,Shandong University(Weihai),Weihai,Shandong,China
3219,Beijing Institute of Technology,Beijing,Beijing,China
3220,Shandong University(Weihai),Weihai,Shandong,China
3221,Beijing Institute of Technology,Beijing,Beijing,China
3222,Shandong University(Weihai),Weihai,Shandong,China
3223,Shandong University(Weihai),Weihai,Shandong,China
3224,Nanjing University of Posts and Telecommunications,Nanjing,JiangSu,China
3225,Shandong University(Weihai),Weihai,Shandong,China
3226,Shanghai Jiao Tong University,shanghai,shanghai,China
3227,Shanghai Jiao Tong University,shanghai,shanghai,China
3228,Shanghai Jiao Tong University,shanghai,shanghai,China
3229,Shanghai Jiao Tong University,shanghai,shanghai,China
3230,Shanghai Jiao Tong University,shanghai,shanghai,China
3231,Shandong University(Weihai),Weihai,Shandong,China
3232,Shanghai Jiao Tong University,shanghai,shanghai,China
3233,Shaanxi University of Technology,Hanzhong,Shaanxi,China
3234,Shandong University(Weihai),Weihai,Shandong,China
3235,Shanghai Jiao Tong University,shanghai,shanghai,China
3236,Shanghai Jiao Tong University,shanghai,shanghai,China
3237,Shandong University(Weihai),Weihai,Shandong,China
3238,Shanghai Jiao Tong University,shanghai,shanghai,China
3239,Shenzhen Polytechnic,Shenzhen,,China
3240,Shandong University(Weihai),Weihai,Shandong,China
3241,Shanghai Jiao Tong University,shanghai,shanghai,China
3242,Shandong University(Weihai),Weihai,Shandong,China
3243,Shandong University(Weihai),Weihai,Shandong,China
3244,Shandong University(Weihai),Weihai,Shandong,China
3245,Sun Yat-Sen University,Guangzhou,Guangdong,China
3246,Qilu University Of Technology,Jinan,Shandong,China
3247,Peking university,Beijing,Beijing,China
3248,Central South University,Changsha,Hunan,China
3249,Shanghai Jiao Tong University,shanghai,shanghai,China
3250,Shenzhen Polytechnic,Shenzhen,,China
3251,Qilu University Of Technology,Jinan,Shandong,China
3252,China Three Gorges University,Yi Chang,HuBei,China
3253,Shanghai University,Shanghai,,China
3254,Shanghai Jiao Tong University,shanghai,shanghai,China
3255,Shanghai Jiao Tong University,shanghai,shanghai,China
3256,Qilu University Of Technology,Jinan,Shandong,China
3257,Shanghai Jiao Tong University,shanghai,shanghai,China
3258,Central South University,Changsha,Hunan,China
3259,Civil Aviation University of China,Tianjin,,China
3260,Shandong University(Weihai),Weihai,Shandong,China
3261,Qilu University Of Technology,Jinan,Shandong,China
3262,Shenzhen Polytechnic,Shenzhen,GuangDong,China
3263,Shandong University(Weihai),Weihai,Shandong,China
3264,Shanghai Jiao Tong University,shanghai,shanghai,China
3265,Shenzhen Polytechnic,Shenzhen,GuangDong,China
3266,Central South University,Changsha,Hunan,China
3267,Shanghai Jiao Tong University,shanghai,shanghai,China
3268,Central South University,Changsha,Hunan,China
3269,Central South University,Changsha,Hunan,China
3270,Shanghai Jiao Tong University,shanghai,shanghai,China
3271,Central South University,Changsha,Hunan,China
3272,Shenzhen Polytechnic,Shenzhen,GuangDong,China
3273,Shandong University(Weihai),Weihai,Shandong,China
3274,Central South University,Changsha,Hunan,China
3275,Shanghai Jiao Tong University,shanghai,shanghai,China
3276,Shenzhen Polytechnic,Shenzhen,GuangDong,China
3277,Zhejiang University,Hangzhou City,Zhejiang Province,China
3278,"Beijing Normal University, Zhuhai",Zhuhai City,Guangdong,China
3279,Shanghai Jiao Tong University,shanghai,shanghai,China
3280,Shandong University(Weihai),Weihai,Shandong,China
3281,Shanghai Jiao Tong University,shanghai,shanghai,China
3282,Shenzhen Polytechnic,Shenzhen,GuangDong,China
3283,Shandong University(Weihai),Weihai,Shandong,China
3284,Shanghai Jiao Tong University,shanghai,shanghai,China
3285,Shenzhen Polytechnic,Shenzhen,GuangDong,China
3286,Shandong University(Weihai),Weihai,Shandong,China
3287,Tsinghua University,Beijing,Beijing,China
3288,Shanghai Jiao Tong University,shanghai,shanghai,China
3289,Shenzhen Polytechnic,Shenzhen,GuangDong,China
3290,Shandong University(Weihai),Weihai,Shandong,China
3291,Shandong Jiaotong University,Ji Nan,Shan Dong,China
3292,Shenzhen Polytechnic,Shenzhen,GuangDong,China
3293,Shanghai Jiao Tong University,shanghai,shanghai,China
3294,Shandong Jiaotong University,Ji Nan,Shan Dong,China
3295,Shandong University(Weihai),Weihai,Shandong,China
3296,Shandong University(Weihai),Weihai,Shandong,China
3297,Shanghai Jiao Tong University,shanghai,shanghai,China
3298,Civil Aviation University of China,Tianjin,,China
3299,Shandong University(Weihai),Weihai,Shandong,China
3300,Shanghai Jiao Tong University,shanghai,shanghai,China
3301,Central South University,Changsha,Hunan,China
3302,Shandong University(Weihai),Weihai,Shandong,China
3303,Shandong University(Weihai),Weihai,Shandong,China
3304,Central South University,Changsha,Hunan,China
3305,Central South University,Changsha,Hunan,China
3306,Central South University,Changsha,Hunan,China
3307,Sichuan University,Chengdu,Sichuan,China
3308,Central South University,Changsha,Hunan,China
3309,Central South University,Changsha,Hunan,China
3310,Central South University,Changsha,Hunan,China
3311,Shandong University(Weihai),Weihai,Shandong,China
3312,Central South University,Changsha,Hunan,China
3313,Central South University,Changsha,Hunan,China
3314,Shandong University(Weihai),Weihai,Shandong,China
3315,Central South University,Changsha,Hunan,China
3316,Central South University,Changsha,Hunan,China
3317,Central South University,Changsha,Hunan,China
3318,BeiJing University Of Post And Telecommunication,Beijing,Beijing,China
3319,Central South University,Changsha,Hunan,China
3320,Central South University,Changsha,Hunan,China
3321,Central South University,Changsha,Hunan,China
3322,Central South University,Changsha,Hunan,China
3323,Central South University,Changsha,Hunan,China
3324,Central South University,Changsha,Hunan,China
3325,Central South University,Changsha,Hunan,China
3326,Central South University,Changsha,Hunan,China
3327,Central South University,Changsha,Hunan,China
3328,Central South University,Changsha,Hunan,China
3329,Shandong University(Weihai),Weihai,Shandong,China
3330,Central South University,Changsha,Hunan,China
3331,Shandong University of Science and Technology,Qingdao,Shandong,China
3332,Central South University,Changsha,Hunan,China
3333,Central South University,Changsha,Hunan,China
3334,Central South University,Changsha,Hunan,China
3335,Wuhan University,Wuhan,Hubei,China
3336,Shandong University(Weihai),Weihai,Shandong,China
3337,Shandong University(Weihai),Weihai,Shandong,China
3338,Shandong University(Weihai),Weihai,Shandong,China
3339,Shandong University(Weihai),Weihai,Shandong,China
3340,Sichuan University,Chengdu,Sichuan,China
3341,Shandong University(Weihai),Weihai,Shandong,China
3342,Nankai University,Tianjin,Tianjin,China
3343,Shandong University(Weihai),Weihai,Shandong,China
3344,Qingdao University,Qingdao,Shandong,China
3345,Peking University,Beijing,,China
3346,Huazhong University of Science and Technology,WUHAN,HUBEI,China
3347,Shandong University(Weihai),Weihai,Shandong,China
3348,Shandong University(Weihai),Weihai,Shandong,China
3349,Shandong University(Weihai),Weihai,Shandong,China
3350,Shanghai Jiao Tong University,shanghai,shanghai,China
3351,University of International Business and Economics,Beijing,,China
3352,South China Normal University,Guangzhou,,China
3353,Software Engineering,ShangHai,,China
3354,Shanghai Jiao Tong University,shanghai,shanghai,China
3355,Beijing Normal University,Beijing,,China
3356,South Western University of Finance and Economics,"Chengdu City,Sichuan Province",,China
3357,Shaanxi University of Science & Technology,Xi'an,,China
3358,Sichuan University,Chengdu,Sichuan,China
3359,P.R.China Beijing Normal University,Beijing,Beijing,China
3360,Anhui University of Finance and Economics,Bengbu,Anhui,China
3361,Beijing Language and Culture University,Beijing,Beijing,China
3362,Shaanxi University of Technology,HanZhong,Shaanxi,China
3363,Beijing Language and Culture University,Beijing,Beijing,China
3364,Beijing Language and Culture University,Beijing,Beijing,China
3365,Central South University,Changsha,Hunan,China
3366,Hohai University Changzhou Campus,Changzhou,Jiangsu,China
3367,Central South University,Changsha,Hunan,China
3368,Central South University,Changsha,Hunan,China
3369,City University of Hong Kong,Hong Kong,,China
3370,Central South University,Changsha,Hunan,China
3371,Central South University,Changsha,Hunan,China
3372,Southwestern University Of Finance And Economics,Chengdu,Sichuan Province,China
3373,Central South University,Changsha,Hunan,China
3374,Southwest University of Science and Technology,Mianyang,Sichuan,China
3375,Chongqing University,Chongqing,Chongqing,China
3376,Shanghai University of Finance and Economics,Shanghai,Shanghai,China
3377,Beijing Institute of Technology,Beijing,,China
3378,Zhejiang University,Hangzhou,Zhejiang,China
3379,Sichuan Agricultural University,Ya an,Sichuan,China
3380,Central South University,Changsha,Hunan,China
3381,Sichuan Agricultural University,Yaan,Sichuan,China
3382,Central South University,Changsha,Hunan,China
3383,Central South University,Changsha,Hunan,China
3384,Southwestern University of Finance and Economics,Chengdu,Sichuan,China
3385,Central South University,Changsha,Hunan,China
3386,Central South University,Changsha,Hunan,China
3387,Shanghai University,Shanghai,Shanghai,China
3388,Sichuan Agricultural University,Ya an,Sichuan,China
3389,Shanghai University,Shanghai,Shanghai,China
3390,Shanghai University,Shanghai,,China
3391,Shanghai University,Shanghai,,China
3392,Shanghai University,Shanghai,Shanghai,China
3393,Hohai University Wentian College,Maanshan,Anhui,China
3394,Shanghai University,Shanghai,Shanghai,China
3395,Shanghai University,Shanghai,Shanghai,China
3396,Shanghai Univisity,Shanghai,Shanghai,China
3397,Shanghai University,Shanghai,Shanghai,China
3398,Sichuan Agricultural University,Ya'an,Sichuan,China
3399,Shanghai University,Shanghai,Shanghai,China
3400,Central South University,Changsha,Hunan,China
3401,BeiJing University Of Post And Telecommunication,Beijing,Beijing,China
3402,Central South University,Changsha,Hunan,China
3403,Shanghai University,Shanghai,Shanghai,China
3404,Central South University,Changsha,Hunan,China
3405,Shanghai University,Shanghai,Shanghai,China
3406,Central South University,Changsha,Hunan,China
3407,Shanghai University,Shanghai,Shanghai,China
3408,Central South University,Changsha,Hunan,China
3409,Shanghai University,Shanghai,Shanghai,China
3410,Shanghai University,Shanghai,Shanghai,China
3411,Central South University,Changsha,Hunan,China
3412,Central South University,Changsha,Hunan,China
3413,Beijing Institute of Technology,Beijing,,China
3414,Shanghai University,Shanghai,Shanghai,China
3415,Shandong University,JINAN,Shandong,China
3416,Sichuan Agricultural University,Ya'an,Sichuan,China
3417,Shanghai University,Shanghai,Shanghai,China
3418,Hohai University,Changzhou,JiangSu,China
3419,Sichuan Agricultural University,Ya'an,Sichuan,China
3420,Shanghai University,Shanghai,Shanghai,China
3421,Shanghai univercity,Shanghai,Shanghai,China
3422,Shanghai Jiao Tong University,Shanghai,Shanghai,China
3423,Shanghai University,Shanghai,Shanghai,China
3424,Central University of Finance and Ecomomics,Beijing,Beijing Municipality,China
3425,Sichuan Agricultural University,Ya'an,Sichuan,China
3426,Sichuan Agricultural University,Ya'an,Sichuan,China
3427,Shanghai University,Shanghai,Shanghai,China
3428,Shanghai Jiading No.1 High School,Shanghai,Shanghai,China
3429,Sichuan Agricultural University,Ya'an,Sichuan,China
3430,Shanghai University,Shanghai,Shanghai,China
3431,Shanghai University,Shanghai,Shanghai,China
3432,Dongbei University of Finance and Economics,Dalian,Liaoning,China
3433,Central South University,Changsha,Hunan,China
3434,Shanghai University,Shanghai,Shanghai,China
3435,Shanghai Jiading No.1 High School,Shanghai,Shanghai,China
3436,Shanghai University of Finance and Economics,Shanghai,Shanghai,China
3437,Department of Mathematics,Shanghai,,China
3438,Shanghai University,Shanghai,Shanghai,China
3439,Shanghai University,Shanghai,Shanghai,China
3440,Shanghai University,Shanghai,Shanghai,China
3441,Tongji University,Shanghai,,China
3442,Shanghai Jiading No.1 High School,Shanghai,Shanghai,China
3443,QuFu Normal University,Qufu,Shandong,China
3444,Shanghai Jiading No.1 High School,Shanghai,Shanghai,China
3445,Tianjin University of Finance and Economics,Tianjin,Tianjin,China
3446,Shanghai Jiading No.1 High School,Shanghai,Shanghai,China
3447,Shanghai University,Shanghai,Shanghai,China
3448,Shanghai Jiading No.1 High School,Shanghai,Shanghai,China
3449,Shanghai University,Shanghai,Shanghai,China
3450,Shanghai University,Shanghai,Shanghai,China
3451,Central South University,Changsha,Hunan,China
3452,Shanghai Jiading No.1 High School,Shanghai,Shanghai,China
3453,Central South University,Changsha,Hunan,China
3454,Central South University,Changsha,Hunan,China
3455,Central South University,Changsha,Hunan,China
3456,Southwestern University of Finance and Economics,Chengdu,Sichuan,China
3457,Central South University,Changsha,Hunan,China
3458,Southwestern University of Finance and Economics,Chengdu,Sichuan,China
3459,Shanghai Jiading No.1 High School,Shanghai,Shanghai,China
3460,Central South University,Changsha,Hunan,China
3461,Shanghai University,Shanghai,Shanghai,China
