ID,Name,City,State/Province,Country
4479,Inner Mongolia University of Technology,Hohhot,,China
4480,Southwest Jiaotong University,Chengdu,Sichuan,China
4481,Nanjing University,Nanjing,Jiangsu,China
4482,"Nankai University,China",Tianjin,Tianjin,China
4483,Shanghai University,Shanghai,,China
4484,Peking University,Beijing,,China
4485,Peking University,Beijing,"Beijing, P.R.CHINA",China
4486,"Nankai University,China",Tianjin,Tianjin,China
4487,Peking University,Beijing,,China
4488,Minzu University of China,Beijing,Beijing,China
4489,Civil Aviation University of China,Tianjin,Tianjin,China
4490,Sun Yat-Sen University,Guangzhou,Guangdong,China
4491,BeiJing University Of Post And Telecommunication,Beijing,,China
4492,Sun Yat-Sen University,Guangzhou,Guangdong,China
4493,Hebei University of Technology,Tianjin,,China
4494,BeiJing University Of Post And Telecommunication,Beijing,Bejing,China
4495,Shandong University,Jinan,Shandong,China
4496,"Software Engineering Institute, East China Normal University",Shanghai,Shanghai,China
4497,BeiJing University Of Post And Telecommunication,Beijing,Bejing,China
4498,South China Normal University,Guangzhou,Guangdong,China
4499,BeiJing University Of Post And Telecommunication,Beijing,Beijing,China
4500,Nankai University,Tianjin,,China
4501,BeiJing University Of Post And Telecommunication,Beijing,Beijing,China
4502,Sun Yat-Sen University,Guangzhou,Guangdong,China
4503,Nankai University,Tianjin,,China
4504,Sun Yat-Sen University,Guangzhou,Guangdong,China
4505,Nankai University,Tianjin,,China
4506,Chongqing University of Posts and Telecommunications,Chongqing,,China
4507,Zhejiang Normal University,Jinhua,Zhejiang,China
4508,Tianjin University,Tianjin,Tianjin,China
4509,BeiJing University Of Post And Telecommunication,Beijing,Beijing,China
4510,Renmin University of China,Beijing,Beijing,China
4511,Chongqing University of Posts and Telecommunications,Chongqing,,China
4512,BeiJing University Of Post And Telecommunication,Beijing,Beijing,China
4513,Chongqing University of Posts and Telecommunications,Chongqing,,China
4514,Nankai University,Tianjin,,China
4515,TianJin University Of Finance And Economics,Tianjin,China,China
4516,National University of Singapore,Singapore,,Singapore
4517,Sichuan University,Chengdu,Sichuan,China
4518,EAST CHINA NORMAL UNIVERSITY,SHANGHAI,SHANGHAI,China
4519,Sichuan University,Chengdu,Sichuan,China
4520,Peking University,Beijing,Beijing,China
4521,Chongqing University of Posts and Telecommunications,Chongqing,,China
4522,Second Military Medical University,Shanghai,Yangpu,China
4523,Sichuan University,Chengdu,Sichuan,China
4524,University of Shanghai for Science and Technology,Shanghai,Shanghai,China
4525,Sichuan University,Chengdu,Sichuan,China
4526,Chongqing University of Posts and Telecommunications,Chongqing,,China
4527,NanChang Aeronautical University,NanChang,JiangXi,China
4528,Sichuan University,Chengdu,Sichuan,China
4529,Tianjin University,Tianjin,Tianjin,China
4530,Beihang Univeristy,BeiJing,BeiJing,China
4531,Shaanxi University of Technology,HanZhong,shaanxi,China
4532,Tongji University,Shanghai,Shanghai,China
4533,Shanghai Jiao Tong University,Shanghai,,China
4534,Chengdu University of Technology,Chengdu,Sichuan,China
4535,Chengdu University of Technology,Chengdu,Sichuan,China
4536,Hebei University of Technology,Tianjin,Tianjin,China
4537,Henan University of Science & Technology,Luoyang,Henan,China
4538,Nankai University,Tianjin China,,China
4539,East China Normal University,Shanghai,,China
4540,Xiamen University,Xiamen,Fujian,China
4541,Tianjin Polytechnic University,Tianjin,Tianjin,China
4542,BeiJing University Of Post And Telecommunication,Beijing,Beijing,China
4543,BeiJing University Of Post And Telecommunication,Beijing,Beijing,China
4544,School of Digital Media and Design Art,Beijing,,China
4545,East China University of Science and Technology,Shanghai,Shanghai,China
4546,Henan Normal University,xinxiang,Henan,China
4547,Southwestern University of Finance and Economics,Chengdu,Sichuan,China
4548,Civil Aviation University of China,Tianjin,Dongliqu,China
4549,Tianjin Polytechnic University,Tianjin,Tianjin,China
4550,University of Science & Technology Beijing,Beijing,Beijing,China
4551,Henan normal university,Xinxiang,Henan,China
4552,Yunnan University,Kunming,Yunnan,China
4553,North China Electric poewr university,Bejing,Beijing,China
4554,Tianjin Polytechnic University,Tianjin,Tianjin,China
4555,Zhengzhou University,Zhengzhou,Henan,China
4556,Suzhou University of Science and Technology,Jiangsu,Suzhou,China
4557,Suzhou University of Science and Technology,Jiangsu,Suzhou,China
4558,BeiJing University Of Post And Telecommunication,Beijing,Beijing,China
4559,Zhongnan University of Economics and Law,Wuhan,Hubei,China
4560,South-west Jiaotong University,Chengdu,Sichuan,China
4561,ZheJiang University,HangZhou,ZheJiang,China
4562,South West Jiaotong University,Chengdu,Sichuan,China
4563,WENZHOU UNIVERSITY,WENZHOU,ZHEJIANG,China
4564,Ocean University of China,Qingdao City,Shandong Province,China
4565,Sichuan University,Chengdu,Sichuan,China
4566,Peking University,Beijing,China,China
4567,Jilin University,Chang Chun,Ji Lin Province,China
4568,WuHan University,WUHAN,HUBEI,China
4569,BeiJing University Of Post And Telecommunication,Beijing,Beijing,China
4570,Renmin University of China,Beijing,,China
4571,East China Normal University,Shanghai,China,China
4572,University of International Business and Economics,Beijing,Beijing,China
4573,Nankai University,Tianjin,Tianjin,China
4574,BeiJing University Of Post And Telecommunication,Beijing,,China
4575,Anhui University,Hefei,Anhui,China
4576,Anhui University,Hefei,Anhui,China
4577,Dongguan University of Technology,Dongguan,Guangdong,China
4578,BeiJing University Of Post And Telecommunication,Beijing,Beijing,China
4579,Huazhong University of Science and Technology,Wuhan,Hubei,China
4580,Sun Yat-sen University,Guangzhou,Guangdong Province,China
4581,University of Science & Technology Beijing,beijing,,China
4582,BeiJing University Of Post And Telecommunication,Beijing,,China
4583,East China Normal University,Shanghai,Shanghai,China
4584,Anhui University,Hefei,Anhui,China
4585,Zhongnan University of Economics and Law,WUHAN,HUBEI,China
4586,East China Normal University,Shanghai,Shanghai,China
4587,Beijing Normal University,Beijing,,China
4588,Tianjin University,Tianjin,Tianjin,China
4589,Northeaster University (China),Shenyang,,China
4590,South China Normal University,Guangzhou,,China
4591,Hefei University of Technology,Hefei,Anhui,China
4592,South China Normal University,Guangzhou,Guangdong,China
4593,Central University of Finance and Ecomomics,Beijing,,China
4594,SJTU-ParisTech Elite Institute of Technology,Shanghai,Shanghai,China
4595,Nankai University,Tianjin,,China
4596,Tsinghua University,Haidian,Beijing,China
4597,Peking University,Beijing,,China
4598,Northwestern Polytechnical University,Xi'an,Shaanxi,China
4599,Southwestern University of Finance and Economics,Chengdu,Sichuan,China
4600,Beijing University of Aeronautics and Astronautics,Beijing,,China
4601,"China University of Petroleum, Beijing",Beijing,,China
4602,China Welfare Institute,Shanghai,Shanghai,China
4603,South China Normal University,Guangzhou,Guangdong Province,China
4604,Anhui University,Hefei,Anhui,China
4605,China Welfare Institute,Shanghai,Shanghai,China
4606,Anhui University,Hefei,Anhui,China
4607,Anhui University,Hefei,Anhui,China
4608,South China Normal University,Guangzhou,Guangdong,China
4609,Beihang Univeristy,Beijing,Beijing,China
4610,Minzu University of China,Beijing,Beijing,China
4611,BeiJing University Of Post And Telecommunication,Beijing,Beijing,China
4612,Shanghai University,Shanghai,Shanghai,China
4613,Central University of Finance and Ecomomics,Beijing,,China
4614,University of International Business and Economics,Beijing,Beijing,China
4615,Columbia University,New York,NY,USA
4616,"University of California, Los Angeles",Los Angeles,CA,USA
4617,Chongqing University of Posts and Telecommunications,Chongqing,,China
4618,Tianjin University,Tianjin,,China
4619,Chongqing University of Posts and Telecommunications,Chongqing,Chongqing,China
4620,Chongqing University of Posts and Telecommunications,Chongqing,,China
4621,College of Science and Technology of China Three Gorges University,YiChang,HuBei,China
4622,Beihang Univeristy,Beijing,Beijing,China
4623,Southwestern University of Finance and Economics,City: Chengdu,Sichuan,China
4624,"University of Science and Technology,Beijing(USTB)",Beijing,Beijing,China
4625,Southwestern University of Finance and Economics,Chengdu,Sichuan,China
4626,Minzu university of China,Beijing,,China
4627,Nankai University,Tianjin,Tianjin,China
4628,Southwest Jiaotong University,Chengdu,Sichuan Province,China
4629,Henan Normal University,Xinxiang,Henan,China
4630,East China University of Science and Technology,Shanghai,Shanghai,China
4631,Southwest University,Beibei,Chongqing,China
4632,Sichuan University,Chengdu,Sichuan,China
4633,Beihang Univeristy,Beijing,,China
4634,Shenyang Normal University,Shenyang,Liaoning,China
4635,Sun Yat-Sen University,Guangzhou,Guangdong,China
4636,Southwest Jiaotong University,Chengdu city,Sichuan,China
4637,Nankai University,Tianjin,Tianjin,China
4638,University of Science and Technology of China,Hefei,Anhui,China
4639,East China Normal University,Shanghai,,China
4640,Hainan University,Danzhou,Hainan,China
4641,South China Normal University,GUANGZHOU,GUANGDONG,China
4642,Southwest University,Beibei,Chongqing,China
4643,Wuhan Universty,Wuhan,Hubei,China
4644,BeiJing University Of Post And Telecommunication,Beijing,Beijing,China
4645,South China Normal University,Guangzhou,Guangdong,China
4646,"Tianjin University, China",Tianjin,Tianjin,China
4647,"Tianjin University, China",Tianjin,Tianjin,China
4648,Sun Yat-Sen University,Guangzhou,Guangdong,China
4649,"Tianjin University, China",Tianjin,Tianjin,China
4650,"Tianjin University, China",Tianjin,Tianjin,China
4651,Sun Yat-Sen University,Guangzhou,Guangdong,China
4652,Shenzhen University,Shenzhen,Guangdong Province,China
4653,Southwestern University of Finance and Economics,Chengdu,Sichuan,China
4654,Southwest University,Beibei,Chongqing,China
4655,"Tianjin University, China",Tianjin,Tianjin,China
4656,Sun Yat-Sen University,Guangzhou,Guangdong,China
4657,"Tianjin University, China",Tianjin,Tianjin,China
4658,Southwest University,Beibei,Chongqing,China
4659,"Tianjin University, China",Tianjin,Tianjin,China
4660,"Tianjin University, China",Tianjin,Tianjin,China
4661,Tongji University,Shanghai,,China
4662,"Tianjin University, China",Tianjin,Tianjin,China
4663,"Tianjin University, China",Tianjin,Tianjin,China
4664,"Tianjin University, China",Tianjin,Tianjin,China
4665,"Tianjin University, China",Tianjin,Tianjin,China
4666,Henan normal university,Henan,XinXiang,China
4667,"Tianjin University, China",Tianjin,Tianjin,China
4668,"Tianjin University, China",Tianjin,Tianjin,China
4669,"Tianjin University, China",Tianjin,Tianjin,China
4670,UNIVERSITY OF SHANGHAI FOR SCIENCE AND TECHNOLOGY,SHANGHAI,,China
4671,"Tianjin University, China",Tianjin,Tianjin,China
4672,"Tianjin University, China",Tianjin,Tianjin,China
4673,"Tianjin University, China",Tianjin,Tianjin,China
4674,Sun Yat-Sen University,Guangzhou,Guangdong,China
4675,Nankai University,TIANJIN,TIANJIN,China
4676,Sun Yat-sen University,Guangzhou,Guangdong,China
4677,Southwest University,Beibei,Chongqing,China
4678,Southwest University,Beibei,Chongqing,China
4679,Southwest University,Beibei,Chongqing,China
4680,Southwest University,Beibei,Chongqing,China
4681,Ocean University of China,Qindao,Shandong,China
4682,Beihang Univeristy,Beijing,,China
4683,Nankai University,Tianjin,Tianjin,China
4684,Peking University,Beijing,,China
4685,Beihang Univeristy,Beijing,,China
4686,Hainan University,Haikou,Hainan,China
4687,Beihang Univeristy,Beijing,Beijing,China
4688,Tianjin Polytechnic University,Tianjin,Tianjin,China
4689,Zhengzhou University,Zhengzhou,Henan,China
4690,Shandong University,Jinan,Shandong,China
4691,Shandong University Of Science And Technology,Qingdao,Shandong,China
4692,Jiangsu Jianzhu Institute,Xuzhou,Jiangsu,China
4693,SouthEast University,Nanjing,Jiangsu,China
4694,Shandong University of Finance and Economics,Jinan,Shandong,China
4695,BeiJing University Of Post And Telecommunication,Beijing,Beijing,China
4696,NanTong University,NanTong,JiangSu,China
4697,Henan University of Science and Technology,Luoyang,Henan,China
4698,Lanzhou University,Lanzhou,,China
4699,BeiJing University Of Post And Telecommunication,Beijing,Beijing,China
4700,South China Normal University,Guangzhou,Guangdong,China
4701,Lanzhou University,Lanzhou,,China
4702,East China Normal University,Shanghai,Shanghai,China
4703,BeiJing University Of Post And Telecommunication,Beijing,Beijing,China
4704,Sun Yat-Sen University,Guangzhou,Guangdong,China
4705,Beijing Forestry University,Beijing,Beijing,China
4706,Lanzhou University,Lanzhou,,China
4707,Shanghai Jiao Tong University,SHANGHAI,CHINA,China
4708,Nankai University,Tianjin,,China
4709,Lanzhou University,Lanzhou,,China
4710,BeiJing University Of Post And Telecommunication,Beijing,Beijing,China
4711,Henan Normal University,Xinxiang,Henan,China
4712,Henan Polytechnic University,Jiaozuo,Henan,China
4713,Beihang Univeristy,Beijing,Beijing,China
4714,Lanzhou University,Lanzhou,,China
4715,Henan Polytechnic University,Jiaozuo,Henan,China
4716,Lanzhou University,Lanzhou,,China
4717,Lanzhou University,Lanzhou,,China
4718,Hebei University of Technology,Tianjin,Tianjin,China
4719,Henan Polytechnic University,Jiaozuo,Henan,China
4720,LongDong University,Qingyang,Gausu,China
4721,Sun Yat-sen University,Guangzhou,Guangdong,China
4722,Zhengzhou University,Zhengzhou,Henan,China
4723,Lanzhou University,Lanzhou,,China
4724,Lanzhou University,Lanzhou,,China
4725,Henan Polytechnic University,Jiaozuo,Henan,China
4726,BeiJing University Of Post And Telecommunication,BeiJing,BeiJing,China
4727,Lanzhou University,Lanzhou,,China
4728,Henan Polytechnic University,Jiaozuo,Henan,China
4729,Shandong University,Jinan,Shandong Province,China
4730,East China Normal University,Shanghai,,China
4731,Lanzhou University,Lanzhou,,China
4732,Henan Polytechnic University,Jiaozuo,Henan,China
4733,Sun Yat-sen University,Guangzhou,Guangdong,China
4734,Lanzhou University,Lanzhou,,China
4735,Henan Polytechnic University,Jiaozuo,Henan,China
4736,Lanzhou University,Lanzhou,,China
4737,Lanzhou University,Lanzhou,,China
4738,Henan Polytechnic University,Jiaozuo,Henan,China
4739,Lanzhou University,Lanzhou,,China
4740,Sun Yat-Sen University,Guangzhou,Guangdong,China
4741,South China Normal University,Guangzhou,,China
4742,Renmin University of China,Beijing,,China
4743,Henan Polytechnic University,Jiaozuo City,Henan Province,China
4744,Lanzhou University,Lanzhou,,China
4745,Lanzhou University,Lanzhou,,China
4746,Lanzhou University,Lanzhou,,China
4747,Lanzhou University,Lanzhou,,China
4748,Shandong University,Jinan,Shandong Province,China
4749,Dongbei University of Finance and Economics,Dalian,Liaoning,China
4750,Lanzhou University,Lanzhou,,China
4751,Lanzhou University,Lanzhou,,China
4752,Lanzhou University,Lanzhou,,China
4753,Lanzhou University,Lanzhou,,China
4754,Henan Polytechnic University,Jiaozuo,Henan Province,China
4755,Chongqing University,Chongqing,Chongqing,China
4756,Beihang Univeristy,Beijing,,China
4757,Shandong University,Ji'nan,Shandong,China
4758,Sun Yat-Sen University,Guangzhou,Guangdong,China
4759,Shanghai University,Shanghai,Shanghai,China
4760,Shanxi Medical University,Taiyuan,Shanxi,China
4761,BeiJing University Of Post And Telecommunication,Beijing,Beijing,China
4762,BeiJing University Of Post And Telecommunication,Beijing,Beijing,China
4763,Tianjin Polytechnic University,Tianjin,Tianjin,China
4764,ShanDong University,Jinan,Shandong Province,China
4765,BeiJing University Of Post And Telecommunication,Beijing,Beijing,China
4766,Peking University,Beijing,,China
4767,Renmin University of China,Beijing,,China
4768,East China Normal University,Shanghai,Shanghai,China
4769,Zhongnan University of Economics and Law,Wuhan,Hubei,China
4770,Nankai University,Tianjin,Tianjin,China
4771,Shanghai Jiaotong University,Shanghai,,China
4772,Wuhan University,Wuhan,Hubei,China
4773,Beihang Univeristy,Beijing,Beijing,China
4774,Shanghai University of Finance and Economics,SHANG HAI,,China
4775,South China Normal University,Guangzhou,Guangdong,China
4776,Shandong University,Jinan,Shandong,China
4777,Software Engineering Institute,Shanghai,China,China
4778,Tianjin University,Tianjin,Tianjin,China
4779,Huaqiao University,Quan Zhou,Feng Ze,China
4780,Renmin University of China,Beijing,Beijing,China
4781,Beihang Univeristy,Beijing,,China
4782,Sun Yat-sen University,Guangzhou,,China
4783,Southwestern University of Finance and Economics,Chengdu,Sichuan,China
4784,Shangdong university,Jinan,Shandong Province,China
4785,Central University of Finance and Ecomomics,Beijing,Beijing,China
4786,Guilin University of Electronic Technology,Guilin,Guangxi,China
4787,BeiJing University Of Post And Telecommunication,Beijing,Beijing,China
4788,Beijing University of Technology,Beijing,Beijing,China
4789,Sun Yat-sen University,Guangzhou,Guangdong,China
4790,Guilin University of Electronic Technology,Guilin,Guangxi,China
4791,Dongbei University of Finance and Economics,Dalian,Liaoning,China
4792,Zhongnan University of Economics and Law,Wuhan,Hubei,China
4793,Guilin University of Electronic Technology,Guilin,Guangxi,China
4794,University of International Business and Economics,Beijing,,China
4795,Beihang Univeristy,Beijing,Beijing,China
4796,Shandong University,Jinan,Shandong,China
4797,BeiJing University Of Post And Telecommunication,Beijing,Beijing,China
4798,ShanDong University,Jinan,Shandong Province,China
4799,Guilin University of Electronic Technology,Guilin,Guangxi,China
4800,Information,Beijing,,China
4801,NKU School of Mathematical Science,Tianjin,Tianjin,China
4802,Sun Yat-sen University,Guangzhou,,China
4803,Northeast Petroleum University,Daqing,Heilongjiang,China
4804,Guilin University of Electronic Technology,Guilin,Guangxi,China
4805,Tsinghua University,Beijing,Beijing,China
4806,Shanghai Jiao Tong University,shanghai,shanghai,China
4807,Beijing Normal University,Beijing,Beijing,China
4808,Shandong University,Jinan,Shandong Province,China
4809,Southwestern University of Finance and Economics,CHENGDU,,China
4810,BeiJing University Of Post And Telecommunication,Beijing,Beijing,China
4811,BeiJing University Of Post And Telecommunication,beijing,beijing,China
4812,Nankai University,Tianjin,China,China
4813,Hebei University,Baoding,Hebei,China
4814,Guilin University of Electronic Technology,Guilin,Guangxi,China
4815,Shanghai Jiaotong University,Shanghai,Shanghai,China
4816,Sun Yat-Sen University,Guangzhou,Guangdong,China
4817,Sun Yat-Sen University,Guangzhou,Guangdong,China
4818,Guilin University of Electronic Technology,Guilin,Guangxi,China
4819,Central University of Finance and Ecomomics,Beijing,,China
4820,Sun Yat-Sen University,Guangzhou,Guangdong,China
4821,University of Science and Technology Beijing,Beijing,,China
4822,Xi'an University of Finance and Economics,Xi'an,Shaanxi,China
4823,Shanghai Jiao Tong University,Shanghai,Shanghai,China
4824,South China Normal University,Guangzhou,,China
4825,South China Normal University,Guangzhou,,China
4826,university,beijing,,China
4827,Sun Yat-Sen University,Guangzhou,Guangdong,China
4828,Nankai University,Tianjin,Tianjin,China
4829,"China University of Petroleum, Beijing",Beijing,,China
4830,Peking University,Beijing,,China
4831,University of Illinois,Urbana,IL,USA
4832,University of Illinois,Urbana,IL,USA
4833,Guilin University of Electronic Technology,Guilin,Guangxi,China
4834,University of Illinois,Urbana,IL,USA
4835,Institute of Information Technology of Guilin University of Electronic Technology,Guilin,Guangxi,China
4836,Guilin University of Electronic Technology,Guilin,Guangxi,China
4837,South China Normal University,Guangzhou,,China
4838,"Taishan University,China",Taian,Shandong,China
4839,Peking University,Beijing,,China
4840,Henan Polytechnic University,Jiaozuo City,Henan Province,China
4841,Liaoning Technical Universty,Fuxin,,China
4842,North China Electric Power University,Beijing,BEIJING,China
4843,Henan Polytechnic University,Jiaozuo City,Henan Province,China
4844,BeiJing University Of Post And Telecommunication,Beijing,,China
4845,BeiJing University Of Post And Telecommunication,Beijing,Beijing,China
4846,"Taishan University,China",Taian,Shandong,China
4847,Henan Polytechnic University,Jiaozuo City,Henan Province,China
4848,"Taishan University,China",Taian,Shandong,China
4849,"Taishan University,China",Taian,Shandong,China
4850,Henan Polytechnic University,Jiaozuo City,Henan Province,China
4851,Heilongjiang University of science and technology,Harbin,Heilongjiang,China
4852,South China Normal University,Guang Zhou,,China
4853,Renmin University of China,Beijing,Beijing,China
4854,Central University of Finance and Ecomomics,Beijing,,China
4855,Shandong University,Jinan,Shandong Province,China
4856,Southwest Jiaotong University,Chengdu,Sichuan,China
4857,BeiJing University Of Post And Telecommunication,Beijing,,China
4858,South China University of Technology,Guangzhou,Guangdong,China
4859,Xiamen University,Xiamen,Fujian,China
4860,BeiJing University Of Post And Telecommunication,Beijing,,China
4861,Wuhan University,Wuhan,Hubei,China
4862,Shanghai University of Finance and Economics,Shanghai,,China
4863,BeiJing University Of Post And Telecommunication,BeiJing,BeiJing,China
4864,HaiNan University,Haikou,Hainan,China
4865,Beihang Univeristy,Beijing,Beijing,China
4866,ShanDong University,Jinan,Shandong Province,China
4867,Beihang Univeristy,Beijing,Beijing,China
4868,Southeast University,Nanjing,Jiangsu Province,China
4869,Sichuan University,Chengdu,Sichuan Province,China
4870,Beijing Forestry University,Beijing,Beijing,China
4871,Shenyang Normal University,Shenyang,Liaoning,China
4872,Shandong University,Jinan,Shandong Province,China
4873,Sichuan University,Chengdu,Sichuan,China
4874,Shandong University of Science and Technology,Qingdao,Shandong,China
4875,Tianjin University,Tianjin,Tianjin,China
4876,Tsinghua Univeristy,Beijing,Beijing,China
4877,Tsinghua University,Beijing,,China
4878,Shanghai University of Finance and Economy,Shanghai,Shanghai,China
4879,East China Normal University,Shanghai,Shanghai,China
4880,Beijing Forestry University,Beijing,,China
4881,Zhongnan University of Economics and Law,Wuhan,Hubei,China
4882,University of Science and Technology Beijing,Beijing,Asia,China
4883,BeiJing University Of Post And Telecommunication,Beijing,Beijing,China
4884,Sun Yat-sen University,Guangzhou,,China
4885,Tsinghua University,Beijing,Beijing,China
4886,BeiJing University Of Post And Telecommunication,Beijing,Beijing,China
4887,"Department of Economics, Minzu University of China",Beijing,Beijing,China
4888,Peking University,Beijing,Beijing,China
4889,"University of International Bussiness and Economy,Beijing,China",Beijing,,China
4890,College of Computer and Control Engineering,Tian Jin,,China
4891,Sun Yat-Sen University,Guangzhou,Guangdong,China
4892,Southwestern University of Finance and Economics,Chengdu,,China
4893,Northwestern Polytechnical University,Xi'an,Shaanxi,China
4894,Xi'an Shiyou University,Xi'an,Shannxi,China
4895,Hebei Normal University,Shijiazhuang,Hebei Province,China
4896,University of Shanghai for Science and Technology,Shanghai,Shanghai,China
4897,University of Science and Technology of China,Hefei,Anhui,China
4898,BeiJing University Of Post And Telecommunication,Beijing,Beijing,China
4899,Northeast Yucai Foreign Language School,shenyang,Liaoning,China
4900,Sun Yat-Sen University,Guangzhou,Guangdong,China
4901,Sun Yat-Sen University,Guangzhou,Guangdong,China
4902,Wuhan University,Wuhan,Hubei,China
4903,South China Normal University,Guangzhou,Â Guangdong Province,China
4904,North China Electric Power University,Beijing,Beijing,China
4905,BeiJing University Of Post And Telecommunication,Beijing,Beijing,China
4906,Undergraduate course,Jinan,Shandong Province,China
4907,Nankai University,Tianjin,Tianjin,China
4908,South China University of Technology,GuangZhou,,China
4909,Beijing Jiaotong University,Beijing,,China
4910,Sun Yat-Sen University,Guangzhou,Guangdong,China
4911,Donghua University,Shanghai,Shanghai,China
4912,Beijing Jiaotong University,Beijing,,China
4913,Dalian Neusoft University of information,Dalian,Liaoning,China
4914,Wuhan University,Wuhan,Hubei,China
4915,Sun Yat-Sen University,Guangzhou,Guangdong,China
4916,Hebei University of Technology,Tianjin,Tianjin,China
4917,Dalian Neusoft University of Information,Dalian,Liaoning,China
4918,Wuhan University,Wuhan,Hubei,China
4919,Sun Yat-Sen University,Guangzhou,Guangdong,China
4920,Wuhan University,Wuhan,Hubei,China
4921,Capital University of Economics and Business,Beijing,,China
4922,Sun Yat-Sen University,Guangzhou,Guangdong,China
4923,Wuhan University,Wuhan,Hubei,China
4924,Nankai University,Tianjin,Tianjin,China
4925,Sun Yat-Sen University,Guangzhou,Guangdong,China
4926,Wuhan University,Wuhan,Hubei,China
4927,South China University of Technology,Guang Zhou,,China
4928,Beihang Univeristy,Beijing,Beijing,China
4929,Wuhan University,Wuhan,Hubei,China
4930,NanKai University,TianJin,TianJin,China
4931,Nankai University,Tianjin,Tianjin,China
4932,Shandong University,Jinan,Shandong Province,China
4933,Beijing University of Aeronautics and Astronautics,Beijing,Beijing,China
4934,BeiJing University Of Post And Telecommunication,BeiJing,,China
4935,Xiamen University,Xiamen,FUJIAN,China
4936,University of International Business and Economics,Beijing,Beijing,China
4937,Capital University of Economics and Business,Beijing,,China
4938,Capital University of Economics and Business,Beijing,,China
4939,Wuhan University,Wuhan,Hubei,China
4940,ShanDong University,Jinan,Shandong Province,China
4941,Beijing Forestry University,Beijing,Beijing,China
4942,TianJin University,Tianjin,Tianjin,China
4943,BeiJing University Of Post And Telecommunication,Haidian,Beijing,China
4944,Tsinghua University,Beijing,Beijing,China
4945,Beihang Univeristy,Beijing,Beijing,China
4946,Wuhan University,Wuhan,Hubei,China
4947,Hunan Normal University,Changsha,Hunan,China
4948,Southwest jiaotong university,Chengdu,Sichuan,China
4949,Wuhan University,Wuhan,,China
4950,Sichuan Agricultural University,Du Jiangyan,Sichuan,China
4951,"Beijing Normal University, Zhuhai",Zhuhai,Guangdong,China
4952,Minzu University of China,Beijing,Beijing,China
4953,Beijing Forestry University,Beijing,,China
4954,South China Normal University,Guangzhou,,China
4955,Sun Yat-Sen University,Guangzhou,Guangdong,China
4956,Leshan Normal University,Leshan,Sichuan,China
4957,Tsinghua University,Beijing,Beijing,China
4958,Beihang Univeristy,Beijing,Beijing,China
4959,Sun Yat-Sen University,Guangzhou,Guangdong,China
4960,BeiJing University Of Post And Telecommunication,Beijing,Beijing,China
4961,Southwestern University of Finance and Economics,Chengdu,Wenjiang,China
4962,Tianjin Polytechnic University,Tianjin,,China
4963,School of Electronic and Engineering,Beijing,Beijing,China
4964,Donghua University,Shanghai,Shanghai,China
4965,Sun Yat-Sen University,Guangzhou,Guangdong,China
4966,Renmin University of China,Beijing,,China
4967,BeiJing University Of Post And Telecommunication,Beijing,Beijing,China
4968,Central University of Finance and Ecomomics,Beijing,Beijing,China
4969,Southwest University,Beibei,Chongqing,China
4970,Southwest University,Beibei,Chongqing,China
4971,BeiJing University Of Post And Telecommunication,Beijing,Beijing,China
4972,NanKai university,Tianjin,Tianjin,China
4973,Jilin University,Changchun,Jilin,China
4974,Lanzhou University,Lanzhou,Gansu,China
4975,Henan Polytechnic University,Jiaozuo City,Henan Province,China
4976,Anhui University of Finance and Economics,Bengbu,Anhui,China
4977,Shandong University Of Technology,Zibo,Shandong,China
4978,Henan Polytechnic University,Jiaozuo City,Henan Province,China
4979,Central University of Finance and Ecomomics,Beijing,,China
4980,Henan Polytechnic University,Jiaozuo City,Henan Province,China
4981,Shanghai University of Finance and Economics,SHANGHAI,,China
4982,Southwest University,Beibei,Chongqing,China
4983,China University of Petroleum(East China),Qingdao,ShanDong province,China
4984,Henan Polytechnic University,Jiaozuo City,Henan Province,China
4985,Southwest University,Beibei,Chongqing,China
4986,Nankai University,Tianjin,Tianjin,China
4987,Nankai University,Tianjin,Tianjin,China
4988,Southwest University,Beibei,Chongqing,China
4989,South China Normal University,Guangzhou,Guangdong,China
4990,Southwest University,Beibei,Chongqing,China
4991,Southwest University,Beibei,Chongqing,China
4992,Southwest University,Beibei,Chongqing,China
4993,Beihang Univeristy,Beijing,Beijing,China
4994,Renmin University of China,BEIJING,,China
4995,Beijing Normal University,Beijing,,China
4996,Nanjing University,Nanjing,Jiangsu,China
4997,Southwest University,Beibei,Chongqing,China
4998,Shandong University,Jinan,Shandong,China
4999,Southwestern University of Finance and Economics,Chengdu,Sichuan,China
5000,South China Normal University,Guangzhou,,China
5001,Southwest University,Beibei,Chongqing,China
5002,Southwest University,Beibei,Chongqing,China
5003,South China Normal University,Guangzhou,Guangdong,China
5004,Tsinghua University,Beijing,Beijing,China
5005,Beihang Univeristy,Beijing,,China
5006,Nankai University,Tianjin,,China
5007,Nankai University,Tianjin,Tianjin,China
5008,Shandong University,Jinan,Shandong Province,China
5009,Renmin University of China,Beijing,Beijing,China
5010,Tsinghua University,Beijing,Beijing,China
5011,Shandong University,Jinan,Shandong,China
5012,Northwestern Polytechnical University,Xi'an,Shaanxi,China
5013,Zhengzhou University,Zhengzhou,Henan,China
5014,Tsinghua University,Beijing,Beijing,China
5015,Beihang Univeristy,Beijing,,China
5016,Shanghai University of Finance and Economics,Shanghai,,China
